--- TABLA: PERSONA ---
dni|nombre|apellido|edad|nacionalidad
REC-003262|POL-100727|AUTO|R|57.99|M|2024-03-29|2024-03-29
REC-003263|POL-100727|AUTO|R|235.96|S|2024-03-29|2024-03-29
REC-003264|POL-100727|AUTO|R|244.77|S|2024-03-29|2024-03-29
REC-003265|POL-100727|AUTO|EX|367.19|S|2024-03-29|2024-03-29
REC-003266|POL-100727|AUTO|EX|150.06|M|2024-03-29|2024-03-29
REC-003267|POL-100728|SALUD|I|74.71|M|2023-10-08|2023-10-08
REC-003268|POL-100728|SALUD|EX|189.0|M|2023-10-08|2023-10-08
REC-003269|POL-100728|SALUD|EX|69.81|U|2023-10-08|2023-10-08
REC-003270|POL-100728|SALUD|EX|79.54|A|2023-10-08|2023-10-08
REC-003271|POL-100728|SALUD|R|103.64|S|2023-10-08|2023-10-08
REC-003272|POL-100728|SALUD|R|85.9|S|2023-10-08|2023-10-08
REC-003273|POL-100728|SALUD|EX|371.77|U|2023-10-08|2023-10-08
REC-003274|POL-100729|HOGAR|I|362.01|M|2023-11-30|2023-11-30
REC-003275|POL-100729|HOGAR|EX|198.53|U|2023-11-30|2023-11-30
REC-003276|POL-100729|HOGAR|R|320.6|M|2023-11-30|2023-11-30
REC-003277|POL-100730|VIDA|I|279.24|A|2024-02-26|2024-02-26
REC-003278|POL-100730|VIDA|EX|342.91|M|2024-02-26|2024-02-26
REC-003279|POL-100730|VIDA|I|219.4|M|2024-02-26|2024-02-26
REC-003280|POL-100730|VIDA|EX|70.16|U|2024-02-26|2024-02-26
REC-003281|POL-100731|SALUD|EX|162.96|M|2023-09-04|2023-09-04
REC-003282|POL-100731|SALUD|R|353.57|S|2023-09-04|2023-09-04
REC-003283|POL-100731|SALUD|R|242.98|U|2023-09-04|2023-09-04
REC-003284|POL-100732|VIDA|I|120.24|S|2023-03-07|2023-03-07
REC-003285|POL-100732|VIDA|R|322.2|S|2023-03-07|2023-03-07
REC-003286|POL-100732|VIDA|I|175.33|S|2023-03-07|2023-03-07
REC-003287|POL-100732|VIDA|R|89.1|S|2023-03-07|2023-03-07
REC-003288|POL-100732|VIDA|EX|99.14|U|2023-03-07|2023-03-07
REC-003289|POL-100732|VIDA|EX|320.71|A|2023-03-07|2023-03-07
REC-003290|POL-100732|VIDA|EX|335.66|U|2023-03-07|2023-03-07
REC-003291|POL-100733|AUTO|EX|243.73|A|2023-05-06|2023-05-06
REC-003292|POL-100733|AUTO|R|103.11|S|2023-05-06|2023-05-06
REC-003293|POL-100733|AUTO|R|204.46|S|2023-05-06|2023-05-06
REC-003294|POL-100733|AUTO|EX|75.33|S|2023-05-06|2023-05-06
REC-003295|POL-100733|AUTO|EX|83.65|M|2023-05-06|2023-05-06
REC-003296|POL-100733|AUTO|I|368.96|U|2023-05-06|2023-05-06
REC-003297|POL-100733|AUTO|R|219.54|M|2023-05-06|2023-05-06
REC-003298|POL-100734|HOGAR|EX|390.92|A|2023-10-17|2023-10-17
REC-003299|POL-100734|HOGAR|I|366.9|A|2023-10-17|2023-10-17
REC-003300|POL-100734|HOGAR|EX|240.41|A|2023-10-17|2023-10-17
REC-003301|POL-100734|HOGAR|EX|395.67|U|2023-10-17|2023-10-17
REC-003302|POL-100735|SALUD|EX|253.37|U|2023-07-06|2023-07-06
REC-003303|POL-100735|SALUD|EX|70.39|S|2023-07-06|2023-07-06
REC-003304|POL-100735|SALUD|R|288.99|A|2023-07-06|2023-07-06
REC-003305|POL-100735|SALUD|I|157.53|M|2023-07-06|2023-07-06
REC-003306|POL-100735|SALUD|I|239.42|M|2023-07-06|2023-07-06
REC-003307|POL-100735|SALUD|R|366.64|A|2023-07-06|2023-07-06
REC-003308|POL-100736|AUTO|I|290.84|S|2024-01-08|2024-01-08
REC-003309|POL-100736|AUTO|I|377.63|A|2024-01-08|2024-01-08
REC-003310|POL-100736|AUTO|R|363.07|A|2024-01-08|2024-01-08
REC-003311|POL-100737|AUTO|I|53.7|M|2023-10-25|2023-10-25
REC-003312|POL-100737|AUTO|I|95.72|A|2023-10-25|2023-10-25
REC-003313|POL-100737|AUTO|R|260.3|U|2023-10-25|2023-10-25
REC-003314|POL-100737|AUTO|R|326.57|S|2023-10-25|2023-10-25
REC-003315|POL-100737|AUTO|R|281.3|S|2023-10-25|2023-10-25
REC-003316|POL-100737|AUTO|EX|191.82|M|2023-10-25|2023-10-25
REC-003317|POL-100738|HOGAR|EX|324.45|U|2024-08-06|2024-08-06
REC-003318|POL-100738|HOGAR|EX|305.93|A|2024-08-06|2024-08-06
REC-003319|POL-100738|HOGAR|R|307.87|S|2024-08-06|2024-08-06
REC-003320|POL-100738|HOGAR|R|383.27|M|2024-08-06|2024-08-06
REC-003321|POL-100738|HOGAR|R|165.55|S|2024-08-06|2024-08-06
REC-003322|POL-100738|HOGAR|I|372.54|M|2024-08-06|2024-08-06
REC-003323|POL-100738|HOGAR|R|197.71|M|2024-08-06|2024-08-06
REC-003324|POL-100739|SALUD|EX|251.48|U|2023-06-28|2023-06-28
REC-003325|POL-100739|SALUD|R|231.55|M|2023-06-28|2023-06-28
REC-003326|POL-100739|SALUD|EX|314.4|S|2023-06-28|2023-06-28
REC-003327|POL-100739|SALUD|R|246.05|M|2023-06-28|2023-06-28
REC-003328|POL-100739|SALUD|EX|59.26|U|2023-06-28|2023-06-28
REC-003329|POL-100739|SALUD|I|112.63|S|2023-06-28|2023-06-28
REC-003330|POL-100739|SALUD|R|133.89|M|2023-06-28|2023-06-28
REC-003331|POL-100740|VIDA|R|280.48|S|2024-09-14|2024-09-14
REC-003332|POL-100740|VIDA|EX|166.35|M|2024-09-14|2024-09-14
REC-003333|POL-100741|HOGAR|I|107.79|U|2024-05-24|2024-05-24
REC-003334|POL-100741|HOGAR|R|331.12|U|2024-05-24|2024-05-24
REC-003335|POL-100741|HOGAR|R|278.96|S|2024-05-24|2024-05-24
REC-003336|POL-100741|HOGAR|EX|292.09|M|2024-05-24|2024-05-24
REC-003337|POL-100741|HOGAR|EX|268.24|U|2024-05-24|2024-05-24
REC-003338|POL-100742|SALUD|R|313.21|U|2023-11-02|2023-11-02
REC-003339|POL-100742|SALUD|I|141.18|M|2023-11-02|2023-11-02
REC-003340|POL-100742|SALUD|R|199.37|M|2023-11-02|2023-11-02
REC-003341|POL-100742|SALUD|EX|214.42|S|2023-11-02|2023-11-02
REC-003342|POL-100743|SALUD|R|53.43|A|2023-08-05|2023-08-05
REC-003343|POL-100743|SALUD|R|84.01|A|2023-08-05|2023-08-05
REC-003344|POL-100744|AUTO|I|348.44|A|2023-04-29|2023-04-29
REC-003345|POL-100744|AUTO|R|314.23|A|2023-04-29|2023-04-29
REC-003346|POL-100744|AUTO|I|187.92|U|2023-04-29|2023-04-29
REC-003347|POL-100744|AUTO|EX|83.32|A|2023-04-29|2023-04-29
REC-003348|POL-100744|AUTO|R|369.76|M|2023-04-29|2023-04-29
REC-003349|POL-100744|AUTO|EX|168.75|A|2023-04-29|2023-04-29
REC-003350|POL-100744|AUTO|EX|215.31|S|2023-04-29|2023-04-29
REC-003351|POL-100745|SALUD|R|262.05|A|2024-10-23|2024-10-23
REC-003352|POL-100745|SALUD|I|331.39|A|2024-10-23|2024-10-23
REC-003353|POL-100745|SALUD|EX|122.71|M|2024-10-23|2024-10-23
REC-003354|POL-100745|SALUD|EX|286.97|M|2024-10-23|2024-10-23
REC-003355|POL-100745|SALUD|I|52.19|U|2024-10-23|2024-10-23
REC-003356|POL-100745|SALUD|EX|276.43|S|2024-10-23|2024-10-23
REC-003357|POL-100746|HOGAR|EX|326.99|A|2023-12-12|2023-12-12
REC-003358|POL-100746|HOGAR|I|367.83|U|2023-12-12|2023-12-12
REC-003359|POL-100746|HOGAR|I|296.47|M|2023-12-12|2023-12-12
REC-003360|POL-100746|HOGAR|EX|367.49|S|2023-12-12|2023-12-12
REC-003361|POL-100747|SALUD|I|230.22|A|2023-09-23|2023-09-23
REC-003362|POL-100747|SALUD|I|226.35|U|2023-09-23|2023-09-23
REC-003363|POL-100748|SALUD|I|233.15|A|2023-02-02|2023-02-02
REC-003364|POL-100748|SALUD|R|227.34|M|2023-02-02|2023-02-02
REC-003365|POL-100748|SALUD|R|370.87|M|2023-02-02|2023-02-02
REC-003366|POL-100748|SALUD|R|55.88|S|2023-02-02|2023-02-02
REC-003367|POL-100749|HOGAR|EX|148.8|S|2023-12-15|2023-12-15
REC-003368|POL-100749|HOGAR|I|340.83|M|2023-12-15|2023-12-15
REC-003369|POL-100749|HOGAR|I|86.33|S|2023-12-15|2023-12-15
REC-003370|POL-100749|HOGAR|R|265.91|U|2023-12-15|2023-12-15
REC-003371|POL-100749|HOGAR|R|134.18|U|2023-12-15|2023-12-15
REC-003372|POL-100750|SALUD|EX|91.48|U|2024-07-22|2024-07-22
REC-003373|POL-100750|SALUD|R|357.03|A|2024-07-22|2024-07-22
REC-003374|POL-100750|SALUD|R|161.21|U|2024-07-22|2024-07-22
REC-003375|POL-100750|SALUD|EX|299.7|M|2024-07-22|2024-07-22
REC-003376|POL-100751|AUTO|EX|156.61|M|2023-07-14|2023-07-14
REC-003377|POL-100751|AUTO|EX|398.97|M|2023-07-14|2023-07-14
REC-003378|POL-100752|VIDA|I|122.22|A|2023-01-08|2023-01-08
REC-003379|POL-100752|VIDA|I|317.76|S|2023-01-08|2023-01-08
REC-003380|POL-100752|VIDA|R|172.47|A|2023-01-08|2023-01-08
REC-003381|POL-100753|VIDA|EX|246.97|S|2024-08-17|2024-08-17
REC-003382|POL-100753|VIDA|I|378.92|M|2024-08-17|2024-08-17
REC-003383|POL-100753|VIDA|EX|362.93|S|2024-08-17|2024-08-17
REC-003384|POL-100753|VIDA|EX|180.41|U|2024-08-17|2024-08-17
REC-003385|POL-100753|VIDA|EX|123.97|U|2024-08-17|2024-08-17
REC-003386|POL-100753|VIDA|R|241.54|S|2024-08-17|2024-08-17
REC-003387|POL-100754|VIDA|I|388.48|A|2023-07-02|2023-07-02
REC-003388|POL-100754|VIDA|R|319.7|A|2023-07-02|2023-07-02
REC-003389|POL-100754|VIDA|EX|265.35|M|2023-07-02|2023-07-02
REC-003390|POL-100754|VIDA|R|73.69|A|2023-07-02|2023-07-02
REC-003391|POL-100754|VIDA|EX|219.03|A|2023-07-02|2023-07-02
REC-003392|POL-100754|VIDA|I|387.99|U|2023-07-02|2023-07-02
REC-003393|POL-100754|VIDA|I|372.49|S|2023-07-02|2023-07-02
REC-003394|POL-100755|AUTO|R|88.63|S|2023-07-22|2023-07-22
REC-003395|POL-100755|AUTO|I|82.35|M|2023-07-22|2023-07-22
REC-003396|POL-100755|AUTO|EX|249.06|S|2023-07-22|2023-07-22
REC-003397|POL-100755|AUTO|EX|256.88|U|2023-07-22|2023-07-22
REC-003398|POL-100756|VIDA|R|392.71|M|2024-01-03|2024-01-03
REC-003399|POL-100756|VIDA|R|361.93|U|2024-01-03|2024-01-03
REC-003400|POL-100756|VIDA|EX|311.63|M|2024-01-03|2024-01-03
REC-003401|POL-100756|VIDA|EX|392.85|M|2024-01-03|2024-01-03
REC-003402|POL-100756|VIDA|I|330.67|S|2024-01-03|2024-01-03
REC-003403|POL-100756|VIDA|EX|81.92|A|2024-01-03|2024-01-03
REC-003404|POL-100757|SALUD|R|260.81|M|2023-08-11|2023-08-11
REC-003405|POL-100757|SALUD|R|197.89|U|2023-08-11|2023-08-11
REC-003406|POL-100757|SALUD|I|70.05|U|2023-08-11|2023-08-11
REC-003407|POL-100757|SALUD|EX|103.22|A|2023-08-11|2023-08-11
REC-003408|POL-100758|SALUD|I|224.31|A|2024-09-04|2024-09-04
REC-003409|POL-100758|SALUD|EX|194.02|A|2024-09-04|2024-09-04
REC-003410|POL-100759|VIDA|R|132.86|U|2024-02-18|2024-02-18
REC-003411|POL-100759|VIDA|I|240.17|U|2024-02-18|2024-02-18
REC-003412|POL-100759|VIDA|R|340.58|U|2024-02-18|2024-02-18
REC-003413|POL-100759|VIDA|EX|312.25|U|2024-02-18|2024-02-18
REC-003414|POL-100759|VIDA|EX|146.43|A|2024-02-18|2024-02-18
REC-003415|POL-100759|VIDA|EX|105.64|A|2024-02-18|2024-02-18
REC-003416|POL-100759|VIDA|I|187.02|S|2024-02-18|2024-02-18
REC-003417|POL-100760|AUTO|I|112.97|S|2023-10-03|2023-10-03
REC-003418|POL-100760|AUTO|I|144.29|A|2023-10-03|2023-10-03
REC-003419|POL-100760|AUTO|I|363.5|S|2023-10-03|2023-10-03
REC-003420|POL-100760|AUTO|EX|292.19|M|2023-10-03|2023-10-03
REC-003421|POL-100761|SALUD|R|174.71|M|2024-05-13|2024-05-13
REC-003422|POL-100761|SALUD|R|361.72|A|2024-05-13|2024-05-13
REC-003423|POL-100761|SALUD|R|75.95|M|2024-05-13|2024-05-13
REC-003424|POL-100762|HOGAR|EX|215.9|A|2023-08-22|2023-08-22
REC-003425|POL-100762|HOGAR|I|79.8|S|2023-08-22|2023-08-22
REC-003426|POL-100762|HOGAR|R|142.72|A|2023-08-22|2023-08-22
REC-003427|POL-100762|HOGAR|I|62.78|A|2023-08-22|2023-08-22
REC-003428|POL-100762|HOGAR|EX|171.68|M|2023-08-22|2023-08-22
REC-003429|POL-100762|HOGAR|EX|191.3|A|2023-08-22|2023-08-22
REC-003430|POL-100762|HOGAR|I|131.32|S|2023-08-22|2023-08-22
REC-003431|POL-100763|VIDA|EX|311.48|S|2024-11-11|2024-11-11
REC-003432|POL-100763|VIDA|I|256.76|S|2024-11-11|2024-11-11
REC-003433|POL-100763|VIDA|I|194.33|S|2024-11-11|2024-11-11
REC-003434|POL-100763|VIDA|I|308.99|S|2024-11-11|2024-11-11
REC-003435|POL-100763|VIDA|EX|175.42|A|2024-11-11|2024-11-11
REC-003436|POL-100764|AUTO|EX|179.49|U|2024-05-05|2024-05-05
REC-003437|POL-100764|AUTO|EX|269.77|U|2024-05-05|2024-05-05
REC-003438|POL-100764|AUTO|I|321.95|M|2024-05-05|2024-05-05
REC-003439|POL-100765|SALUD|I|94.53|U|2023-11-26|2023-11-26
REC-003440|POL-100765|SALUD|R|310.21|M|2023-11-26|2023-11-26
REC-003441|POL-100765|SALUD|EX|95.27|S|2023-11-26|2023-11-26
REC-003442|POL-100765|SALUD|R|364.44|S|2023-11-26|2023-11-26
REC-003443|POL-100766|AUTO|EX|65.51|S|2023-06-13|2023-06-13
REC-003444|POL-100766|AUTO|R|50.19|U|2023-06-13|2023-06-13
REC-003445|POL-100766|AUTO|R|305.44|M|2023-06-13|2023-06-13
REC-003446|POL-100766|AUTO|EX|296.96|M|2023-06-13|2023-06-13
REC-003447|POL-100767|SALUD|R|362.76|S|2023-05-23|2023-05-23
REC-003448|POL-100767|SALUD|R|277.28|M|2023-05-23|2023-05-23
REC-003449|POL-100768|VIDA|EX|249.43|S|2023-05-14|2023-05-14
REC-003450|POL-100768|VIDA|EX|199.29|U|2023-05-14|2023-05-14
REC-003451|POL-100768|VIDA|EX|313.83|U|2023-05-14|2023-05-14
REC-003452|POL-100768|VIDA|EX|234.0|S|2023-05-14|2023-05-14
REC-003453|POL-100769|VIDA|R|144.48|M|2023-10-24|2023-10-24
REC-003454|POL-100769|VIDA|R|207.21|S|2023-10-24|2023-10-24
REC-003455|POL-100770|AUTO|R|326.26|U|2024-08-24|2024-08-24
REC-003456|POL-100770|AUTO|R|314.85|U|2024-08-24|2024-08-24
REC-003457|POL-100770|AUTO|I|139.77|U|2024-08-24|2024-08-24
REC-003458|POL-100770|AUTO|I|140.49|M|2024-08-24|2024-08-24
REC-003459|POL-100770|AUTO|EX|295.42|A|2024-08-24|2024-08-24
REC-003460|POL-100771|AUTO|EX|55.17|S|2024-05-10|2024-05-10
REC-003461|POL-100771|AUTO|I|79.24|A|2024-05-10|2024-05-10
REC-003462|POL-100771|AUTO|I|316.35|M|2024-05-10|2024-05-10
REC-003463|POL-100772|AUTO|R|288.65|S|2024-06-09|2024-06-09
REC-003464|POL-100772|AUTO|EX|126.06|A|2024-06-09|2024-06-09
REC-003465|POL-100772|AUTO|I|363.81|A|2024-06-09|2024-06-09
REC-003466|POL-100772|AUTO|I|252.73|S|2024-06-09|2024-06-09
REC-003467|POL-100772|AUTO|EX|56.08|M|2024-06-09|2024-06-09
REC-003468|POL-100773|AUTO|I|203.41|M|2023-11-22|2023-11-22
REC-003469|POL-100773|AUTO|I|155.38|A|2023-11-22|2023-11-22
REC-003470|POL-100773|AUTO|EX|224.0|S|2023-11-22|2023-11-22
REC-003471|POL-100773|AUTO|R|390.36|S|2023-11-22|2023-11-22
REC-003472|POL-100773|AUTO|I|132.0|M|2023-11-22|2023-11-22
REC-003473|POL-100773|AUTO|I|321.09|A|2023-11-22|2023-11-22
REC-003474|POL-100773|AUTO|I|341.9|M|2023-11-22|2023-11-22
REC-003475|POL-100774|VIDA|I|299.77|M|2023-08-30|2023-08-30
REC-003476|POL-100774|VIDA|EX|102.23|U|2023-08-30|2023-08-30
REC-003477|POL-100774|VIDA|I|81.89|S|2023-08-30|2023-08-30
REC-003478|POL-100775|VIDA|R|340.36|A|2023-07-10|2023-07-10
REC-003479|POL-100775|VIDA|R|358.53|S|2023-07-10|2023-07-10
REC-003480|POL-100775|VIDA|I|268.95|U|2023-07-10|2023-07-10
REC-003481|POL-100775|VIDA|R|110.8|M|2023-07-10|2023-07-10
REC-003482|POL-100775|VIDA|R|342.46|S|2023-07-10|2023-07-10
REC-003483|POL-100775|VIDA|I|172.0|U|2023-07-10|2023-07-10
REC-003484|POL-100776|SALUD|R|154.53|M|2024-04-05|2024-04-05
REC-003485|POL-100776|SALUD|R|310.15|A|2024-04-05|2024-04-05
REC-003486|POL-100777|HOGAR|I|377.7|S|2024-05-15|2024-05-15
REC-003487|POL-100777|HOGAR|EX|251.8|U|2024-05-15|2024-05-15
REC-003488|POL-100777|HOGAR|EX|341.65|U|2024-05-15|2024-05-15
REC-003489|POL-100777|HOGAR|I|292.54|M|2024-05-15|2024-05-15
REC-003490|POL-100778|SALUD|I|299.16|A|2023-07-16|2023-07-16
REC-003491|POL-100778|SALUD|R|93.58|S|2023-07-16|2023-07-16
REC-003492|POL-100778|SALUD|R|303.17|A|2023-07-16|2023-07-16
REC-003493|POL-100778|SALUD|EX|185.49|A|2023-07-16|2023-07-16
REC-003494|POL-100778|SALUD|R|204.69|U|2023-07-16|2023-07-16
REC-003495|POL-100778|SALUD|R|121.4|M|2023-07-16|2023-07-16
REC-003496|POL-100778|SALUD|I|118.41|U|2023-07-16|2023-07-16
REC-003497|POL-100779|AUTO|I|172.55|A|2024-05-09|2024-05-09
REC-003498|POL-100779|AUTO|EX|51.07|M|2024-05-09|2024-05-09
REC-003499|POL-100779|AUTO|EX|89.02|U|2024-05-09|2024-05-09
REC-003500|POL-100779|AUTO|R|318.58|A|2024-05-09|2024-05-09
REC-003501|POL-100779|AUTO|EX|97.89|U|2024-05-09|2024-05-09
REC-003502|POL-100779|AUTO|I|226.77|M|2024-05-09|2024-05-09
REC-003503|POL-100779|AUTO|R|157.71|A|2024-05-09|2024-05-09
REC-003504|POL-100780|VIDA|R|334.11|S|2024-02-27|2024-02-27
REC-003505|POL-100780|VIDA|EX|57.27|A|2024-02-27|2024-02-27
REC-003506|POL-100780|VIDA|EX|259.85|A|2024-02-27|2024-02-27
REC-003507|POL-100780|VIDA|EX|358.65|U|2024-02-27|2024-02-27
REC-003508|POL-100780|VIDA|R|258.26|S|2024-02-27|2024-02-27
REC-003509|POL-100781|VIDA|R|358.39|S|2024-09-15|2024-09-15
REC-003510|POL-100781|VIDA|R|113.82|M|2024-09-15|2024-09-15
REC-003511|POL-100781|VIDA|I|249.76|U|2024-09-15|2024-09-15
REC-003512|POL-100781|VIDA|I|127.5|U|2024-09-15|2024-09-15
REC-003513|POL-100782|SALUD|R|309.7|U|2024-05-28|2024-05-28
REC-003514|POL-100782|SALUD|EX|153.79|A|2024-05-28|2024-05-28
REC-003515|POL-100783|VIDA|I|221.45|M|2023-07-28|2023-07-28
REC-003516|POL-100783|VIDA|I|178.3|M|2023-07-28|2023-07-28
REC-003517|POL-100783|VIDA|I|185.76|S|2023-07-28|2023-07-28
REC-003518|POL-100783|VIDA|I|342.41|U|2023-07-28|2023-07-28
REC-003519|POL-100783|VIDA|EX|208.81|M|2023-07-28|2023-07-28
REC-003520|POL-100784|SALUD|R|120.29|U|2024-09-22|2024-09-22
REC-003521|POL-100784|SALUD|R|78.9|S|2024-09-22|2024-09-22
REC-003522|POL-100784|SALUD|I|219.48|M|2024-09-22|2024-09-22
REC-003523|POL-100784|SALUD|I|167.98|S|2024-09-22|2024-09-22
REC-003524|POL-100784|SALUD|EX|211.18|A|2024-09-22|2024-09-22
REC-003525|POL-100784|SALUD|R|286.6|S|2024-09-22|2024-09-22
REC-003526|POL-100785|SALUD|EX|256.94|S|2023-12-01|2023-12-01
REC-003527|POL-100785|SALUD|I|134.62|S|2023-12-01|2023-12-01
REC-003528|POL-100785|SALUD|EX|131.73|A|2023-12-01|2023-12-01
REC-003529|POL-100786|VIDA|I|218.64|U|2024-03-17|2024-03-17
REC-003530|POL-100786|VIDA|I|310.81|M|2024-03-17|2024-03-17
REC-003531|POL-100786|VIDA|R|333.01|S|2024-03-17|2024-03-17
REC-003532|POL-100786|VIDA|R|370.71|S|2024-03-17|2024-03-17
REC-003533|POL-100786|VIDA|I|116.02|M|2024-03-17|2024-03-17
REC-003534|POL-100786|VIDA|I|289.32|M|2024-03-17|2024-03-17
REC-003535|POL-100787|VIDA|R|376.97|M|2023-01-28|2023-01-28
REC-003536|POL-100787|VIDA|R|199.13|U|2023-01-28|2023-01-28
REC-003537|POL-100787|VIDA|EX|70.81|S|2023-01-28|2023-01-28
REC-003538|POL-100787|VIDA|I|141.97|A|2023-01-28|2023-01-28
REC-003539|POL-100788|AUTO|I|231.84|S|2024-06-25|2024-06-25
REC-003540|POL-100788|AUTO|EX|232.58|S|2024-06-25|2024-06-25
REC-003541|POL-100788|AUTO|I|143.42|M|2024-06-25|2024-06-25
REC-003542|POL-100789|HOGAR|EX|370.86|A|2024-04-28|2024-04-28
REC-003543|POL-100789|HOGAR|EX|364.21|S|2024-04-28|2024-04-28
REC-003544|POL-100789|HOGAR|I|235.19|U|2024-04-28|2024-04-28
REC-003545|POL-100790|AUTO|EX|278.24|S|2023-09-04|2023-09-04
REC-003546|POL-100790|AUTO|EX|282.13|S|2023-09-04|2023-09-04
REC-003547|POL-100790|AUTO|R|330.82|U|2023-09-04|2023-09-04
REC-003548|POL-100790|AUTO|R|278.55|S|2023-09-04|2023-09-04
REC-003549|POL-100790|AUTO|I|192.11|M|2023-09-04|2023-09-04
REC-003550|POL-100791|HOGAR|R|90.47|A|2024-08-14|2024-08-14
REC-003551|POL-100791|HOGAR|I|304.35|U|2024-08-14|2024-08-14
REC-003552|POL-100792|HOGAR|I|363.93|M|2023-07-29|2023-07-29
REC-003553|POL-100792|HOGAR|EX|82.93|S|2023-07-29|2023-07-29
REC-003554|POL-100793|HOGAR|EX|261.94|A|2023-07-21|2023-07-21
REC-003555|POL-100793|HOGAR|EX|59.68|A|2023-07-21|2023-07-21
REC-003556|POL-100793|HOGAR|EX|160.89|U|2023-07-21|2023-07-21
REC-003557|POL-100794|AUTO|I|306.49|S|2024-01-20|2024-01-20
REC-003558|POL-100794|AUTO|I|300.01|M|2024-01-20|2024-01-20
REC-003559|POL-100794|AUTO|R|69.5|S|2024-01-20|2024-01-20
REC-003560|POL-100794|AUTO|EX|106.24|S|2024-01-20|2024-01-20
REC-003561|POL-100795|HOGAR|EX|326.44|M|2024-11-21|2024-11-21
REC-003562|POL-100795|HOGAR|R|383.38|U|2024-11-21|2024-11-21
REC-003563|POL-100795|HOGAR|I|128.18|S|2024-11-21|2024-11-21
REC-003564|POL-100795|HOGAR|EX|282.23|M|2024-11-21|2024-11-21
REC-003565|POL-100796|HOGAR|R|159.43|U|2023-11-27|2023-11-27
REC-003566|POL-100796|HOGAR|EX|303.33|U|2023-11-27|2023-11-27
REC-003567|POL-100796|HOGAR|R|175.95|U|2023-11-27|2023-11-27
REC-003568|POL-100796|HOGAR|I|244.8|U|2023-11-27|2023-11-27
REC-003569|POL-100796|HOGAR|EX|121.82|S|2023-11-27|2023-11-27
REC-003570|POL-100796|HOGAR|R|365.18|S|2023-11-27|2023-11-27
REC-003571|POL-100797|AUTO|EX|172.44|U|2024-01-26|2024-01-26
REC-003572|POL-100797|AUTO|EX|64.68|M|2024-01-26|2024-01-26
REC-003573|POL-100798|VIDA|EX|257.75|M|2024-06-16|2024-06-16
REC-003574|POL-100798|VIDA|EX|302.89|M|2024-06-16|2024-06-16
REC-003575|POL-100798|VIDA|R|122.96|S|2024-06-16|2024-06-16
REC-003576|POL-100798|VIDA|EX|383.86|U|2024-06-16|2024-06-16
REC-003577|POL-100799|VIDA|I|159.48|M|2024-09-18|2024-09-18
REC-003578|POL-100799|VIDA|R|381.47|S|2024-09-18|2024-09-18
REC-003579|POL-100799|VIDA|EX|238.3|S|2024-09-18|2024-09-18
REC-003580|POL-100799|VIDA|EX|254.61|U|2024-09-18|2024-09-18
REC-003581|POL-100800|AUTO|R|307.2|U|2023-12-07|2023-12-07
REC-003582|POL-100800|AUTO|R|328.54|M|2023-12-07|2023-12-07
REC-003583|POL-100801|AUTO|R|68.07|M|2023-02-08|2023-02-08
REC-003584|POL-100801|AUTO|EX|335.88|A|2023-02-08|2023-02-08
REC-003585|POL-100801|AUTO|R|223.69|A|2023-02-08|2023-02-08
REC-003586|POL-100801|AUTO|R|261.57|A|2023-02-08|2023-02-08
REC-003587|POL-100801|AUTO|R|111.12|U|2023-02-08|2023-02-08
REC-003588|POL-100802|HOGAR|EX|174.35|U|2024-10-31|2024-10-31
REC-003589|POL-100802|HOGAR|I|235.27|M|2024-10-31|2024-10-31
REC-003590|POL-100803|VIDA|EX|93.7|M|2023-05-30|2023-05-30
REC-003591|POL-100803|VIDA|EX|275.64|U|2023-05-30|2023-05-30
REC-003592|POL-100804|VIDA|I|150.08|U|2024-10-09|2024-10-09
REC-003593|POL-100804|VIDA|I|57.67|M|2024-10-09|2024-10-09
REC-003594|POL-100804|VIDA|I|174.42|U|2024-10-09|2024-10-09
REC-003595|POL-100804|VIDA|R|353.24|A|2024-10-09|2024-10-09
REC-003596|POL-100804|VIDA|R|303.7|M|2024-10-09|2024-10-09
REC-003597|POL-100804|VIDA|R|227.33|U|2024-10-09|2024-10-09
REC-003598|POL-100804|VIDA|R|174.06|M|2024-10-09|2024-10-09
REC-003599|POL-100805|SALUD|R|235.57|M|2023-03-24|2023-03-24
REC-003600|POL-100805|SALUD|EX|86.55|S|2023-03-24|2023-03-24
REC-003601|POL-100805|SALUD|EX|113.98|M|2023-03-24|2023-03-24
REC-003602|POL-100805|SALUD|EX|317.7|S|2023-03-24|2023-03-24
REC-003603|POL-100805|SALUD|I|70.09|S|2023-03-24|2023-03-24
REC-003604|POL-100806|SALUD|I|296.94|S|2024-01-09|2024-01-09
REC-003605|POL-100806|SALUD|EX|156.84|U|2024-01-09|2024-01-09
REC-003606|POL-100806|SALUD|I|239.91|M|2024-01-09|2024-01-09
REC-003607|POL-100806|SALUD|I|129.97|A|2024-01-09|2024-01-09
REC-003608|POL-100807|AUTO|R|398.38|M|2023-05-10|2023-05-10
REC-003609|POL-100807|AUTO|R|387.15|U|2023-05-10|2023-05-10
REC-003610|POL-100807|AUTO|I|69.71|M|2023-05-10|2023-05-10
REC-003611|POL-100807|AUTO|R|198.4|M|2023-05-10|2023-05-10
REC-003612|POL-100807|AUTO|EX|65.62|A|2023-05-10|2023-05-10
REC-003613|POL-100808|AUTO|I|189.3|U|2024-11-02|2024-11-02
REC-003614|POL-100808|AUTO|R|156.64|A|2024-11-02|2024-11-02
